ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q51EXTRAWORK_W,Q51TIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71HHTASKS,Q72TIME,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75SCHOOL_CHORES,Q76TIME,Q77DIFF,Q78BSUBCODE,Child_Labour,Stratum
7648,798260140000106368,Female,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Accounting,No,77102
7654,877109310000002560,Male,16,African/Black,Yes,No,No,No,No,Yes,Primary or secondary school,7.0,Yes,"Other, specify",1 to 4 days,Yes,Yes,4.0,No,No,No,Yes,No,No,No,Yes,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,80204
8569,968101160000014976,Female,9,African/Black,Yes,Yes,Yes,Yes,No,No,Other,,,Not_Absent,,No,No,0.0,No,No,No,No,No,No,No,No,10.0,No,9.0,,,,No,0.0,No,,No,90211
7658,199141380000018304,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,IsiXhosa Home Language,No,11107
7667,566104270000009472,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,4.0,No,No,No,No,0.0,No,Geography,No,50105
7671,278101220000008416,Male,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,0.0,No,IsiXhosa Home Language,No,20104
7674,467106520000020992,Female,15,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Geography,No,40101
7677,799150640000007552,Male,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Life Orientation,No,78105
9524,799150640000007552,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,6.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Life Skills,No,78105
7680,599109430000007296,Male,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,11.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,55104
11499,599109430000007296,Female,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,No,No,Yes,No,0.0,No,Mathematics,No,55104
7684,875101190000005504,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,30.0,Yes,No,Yes,Yes,0.0,Yes,Mathematics,No,80106
7686,286102200000012704,Female,17,African/Black,No,No,Do not know,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,Technology,No,20203
7687,798145430000029824,Female,8,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,77102
8684,798145430000029824,Female,15,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,77102
7692,586100330000029184,Female,12,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,5.0,No,No,No,Yes,2.0,No,IsiZulu Home Language,No,50201
7693,467101240000003904,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,40102
11438,467101240000003904,Female,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,8.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Mathematics,No,40102
11474,467101240000003904,Female,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,40102
7694,199101510000005888,Female,12,White,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,0.0,Yes,No,Yes,No,0.0,No,History,No,11110
7696,199112660000003488,Female,12,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Economic Management Sciences,No,11104
11785,499108880000018816,Female,15,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,1.0,No,Sesotho Home Language,No,44101
8133,503102710000019776,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,4.0,No,Social Sciences,No,50206
7700,872102450000019840,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,No,No,Yes,Yes,1.0,No,English First Additional Language,No,80103
7702,574100860000008320,Male,11,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,3.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,50102
8606,574100860000008320,Female,10,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,IsiZulu First Additional Language,No,50102
7704,503100270000009024,Female,11,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,Yes,Bad weather conditions,1 to 4 days,Yes,Yes,6.0,No,No,Yes,No,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,No,IsiZulu Home Language,No,50217
7711,599153590000007040,Female,16,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Mathematics,No,55106
7713,798105520000015744,Female,14,African/Black,No,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Life Skills,No,77105
7716,962103370000016256,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Other,6.0,Yes,School vacation period,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,Yes,Mathematics,No,90205
10350,962103370000016256,Male,15,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,School vacation period,5 to 9 days,Yes,Yes,2.0,No,No,No,Yes,No,No,No,Yes,0.0,Yes,8.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,90205
7717,287103830000001408,Male,15,African/Black,No,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Social Sciences,No,20209
7722,667104580000013952,Male,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,24.0,No,4.0,No,No,No,No,0.0,No,English First Additional Language,No,60104
7723,469101810000001024,Female,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,40106
7724,863100760000021120,Male,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,2.0,No,Accounting,No,80106
8550,863100760000021120,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,Yes,1.0,No,No,Yes,Yes,1.0,No,English First Additional Language,No,80106
10921,863100760000021120,Male,14,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,1.0,No,No,Yes,No,0.0,No,Life Sciences,No,80106
7728,283101060000010688,Female,13,African/Black,Yes,No,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,5 to 9 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,2.0,Yes,English First Additional Language,No,20221
7735,180101160000005312,Male,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,7.0,No,No,No,No,0.0,Yes,Life Orientation,No,10109
7742,661101430000010368,Male,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,5 to 9 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,2.0,Yes,Setswana Home Language,No,60203
8460,661101430000010368,Female,11,African/Black,No,No,No,No,No,Yes,Primary or secondary school,6.0,Yes,Teacher was absent,5 to 9 days,Yes,No,0.0,No,Yes,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Social Sciences,No,60203
7745,986102180000007552,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,Yes,Mathematics,No,90212
7748,867101200000013056,Female,7,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,3.0,No,No,No,No,0.0,No,English First Additional Language,No,80101
7751,799145370000004736,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,To look after siblings,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Geography,No,78108
11319,799145370000004736,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,2.0,Yes,10.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,78108
7752,469101810000012928,Male,8,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Sesotho Home Language,No,40106
10945,469101810000012928,Male,11,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,Yes,1.0,No,Mathematics,No,40106
7755,982103160000003200,Female,12,African/Black,Yes,No,No,No,No,Yes,Primary or secondary school,6.0,Yes,Did not want to/feel like going to school,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Economic Management Sciences,No,90204
7756,599118630000001152,Female,8,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,No,0.0,No,Dramatic Arts,No,55112
7758,576101200000001472,Male,17,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,Yes,7.0,No,No,No,Yes,Yes,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,Yes,Life Orientation,No,50206
7759,798153700000009728,Male,7,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,4.0,No,No,No,No,0.0,No,English First Additional Language,No,77109
7760,170100700000001792,Female,15,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,Yes,Life Orientation,No,10103
7763,875101280000015488,Female,8,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,7.0,Yes,No,Yes,No,0.0,No,SiSwati Home Language,No,80101
11086,875101280000015488,Female,11,African/Black,Yes,Yes,No,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,Mathematics,No,80101
7764,199133370000036000,Female,15,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Life Skills,No,11109
7765,546101230000015232,Female,8,African/Black,No,No,No,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,1.0,No,No,No,Yes,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,0.0,No,English First Additional Language,No,50217
7766,868103610000013696,Female,16,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Mathematics,No,80106
7769,799100390000017152,Female,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Natural Sciences,No,78106
7775,499109440000008704,Female,10,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,Yes,Natural Sciences,No,44102
7780,962107490000028160,Male,11,African/Black,No,No,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Life Skills,No,90213
10486,962107490000028160,Female,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,6.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,90213
7782,664104070000009472,Male,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,Social Sciences,No,60401
7784,760110490000016000,Female,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,Yes,1.0,No,Life Orientation,No,70104
7785,183100700000000288,Male,15,Coloured,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,Yes,Yes,No,0.0,No,Geography,No,10103
7791,667102640000002176,Male,15,African/Black,Yes,Yes,Yes,No,No,No,Other,,,Not_Absent,,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,,,,No,0.0,No,,No,60205
7793,299109630000008832,Female,14,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,23103
10344,299109630000008832,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,Yes,0.0,No,English First Additional Language,No,23103
7794,296104020000018880,Male,11,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,No,English First Additional Language,No,20218
7795,797126660000010880,Male,15,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Mathematics,No,76106
7798,199104130000031616,Female,12,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,Yes,1.0,No,English First Additional Language,No,11107
7799,299111090000007616,Female,13,Coloured,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,No,0.0,No,Social Sciences,No,23106
7987,270106230000009216,Male,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,Yes,14.0,No,No,Yes,Yes,Yes,No,Yes,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,Mathematics,No,20212
8724,270106230000009216,Male,7,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,Yes,4.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,1.0,No,No,Yes,No,0.0,No,IsiXhosa Home Language,No,20212
7806,199122810000015104,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,Yes,Mathematics,No,11107
7808,199148050000021888,Male,14,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,Yes,Yes,Yes,No,0.0,No,Geography,No,11113
7810,862102380000004864,Female,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,3.0,No,No,Yes,Yes,2.0,No,English First Additional Language,No,80301
7812,798133220000021632,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,5.0,No,No,No,No,0.0,No,Sepedi Home Language,No,77116
7815,178101260000005312,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,No,No,No,No,0.0,No,Life Orientation,No,10106
7819,760108580000012416,Female,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Social Sciences,No,70106
9705,760108580000012416,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,No,Yes,Yes,1.0,No,Natural Sciences,No,70106
7823,569100350000020416,Female,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness,5 to 9 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,Life Skills,No,50213
7826,798133220000001792,Female,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,Life Skills,No,77116
10638,798133220000001792,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,"Other, specify",1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,Yes,Yes,Yes,No,0.0,No,Natural Sciences,No,77116
7829,760105090000006016,Female,13,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,70104
8734,760105090000006016,Female,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,Yes,1.0,Yes,Mathematics,No,70104
11164,760105090000006016,Female,8,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,1.0,No,0.0,No,No,No,Yes,1.0,Yes,English First Additional Language,No,70104
7834,874110010000011648,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,5.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,8.0,Yes,4.0,Yes,No,Yes,No,0.0,Yes,English First Additional Language,No,80205
7845,599122040000013312,Male,9,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Teacher was absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,55108
8735,599122040000013312,Male,12,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,Yes,1.0,No,Mathematics,No,55108
7848,669101380000024576,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Illness,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,0.0,No,No,No,Yes,1.0,No,Setswana Home Language,No,60201
7849,974110780000007552,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,2.0,Yes,No,Yes,No,0.0,No,Mathematics,No,90209
7852,529102930000005504,Male,8,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,3.0,No,No,No,No,0.0,No,Mathematics,No,50105
7855,290104020000011200,Male,15,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,Yes,3.0,No,No,Yes,Yes,Yes,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,English First Additional Language,No,20219
10780,290104020000011200,Female,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,0.0,No,No,Yes,No,0.0,No,English First Additional Language,No,20219
7857,667103110000013312,Male,15,African/Black,Yes,No,Yes,Yes,Yes,Yes,Primary or secondary school,6.0,Yes,School vacation period,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,4.0,Yes,No,Yes,No,0.0,No,Mathematics,No,60204
7860,294108390000026304,Female,11,African/Black,Yes,Yes,No,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,1 to 4 days,Yes,No,0.0,No,No,No,Yes,No,No,No,No,0.0,Yes,3.0,Yes,No,Yes,No,0.0,No,Mathematics,No,20101
10996,464100250000011392,Female,7,White,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,Not_Absent,0 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,No,1.0,Yes,No,Yes,No,0.0,No,Mathematics,No,40109
7863,967100440000033408,Female,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,Yes,Did not want to/feel like going to school,1 to 4 days,Yes,No,0.0,No,No,No,No,No,No,No,No,0.0,Yes,1.0,Yes,No,Yes,No,0.0,Yes,Natural Sciences,No,90105
